"group","hausman_stat","hausman_p","bp_stat","bp_p","cd_stat","cd_p","wooldridge_p"
"A",25.786130524917,1.05731058927003e-05,13.206660716926,0.0103089379067531,1.74668885787453,0.0806913241626051,0.000824079346619636
"B",9.24886756962133,0.0261586749414703,4.74962858241715,0.313964928111325,-0.138065384548277,0.890188742857754,0.0194102217755258
